Element Type: DimNode 0, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: C252BF2B-895B-4342-8477-A5B00C1D61E7, Text: 0.000, Length: 0.00, DimNode 0 Bounding Box: [(44.16, -0.16, 0.00), (44.17, -0.14, 0.00)], Position: (44.17, -0.15), Info String: Dim Node 0
Element Type: DimNode 1, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 62FBFE50-0C59-E441-9070-82ED4333C30F, Text: 4.225, Length: 4.23, DimNode 1 Bounding Box: [(44.16, -4.38, 0.00), (44.17, -4.37, 0.00)], Position: (44.17, -4.38), Info String: Dim Node 1
Element Type: DimNode 2, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 427A07B4-534D-C147-9633-A718D8878009, Text: 4.775, Length: 4.77, DimNode 2 Bounding Box: [(44.16, -9.15, 0.00), (44.17, -9.15, 0.00)], Position: (44.17, -9.15), Info String: Dim Node 2
Element Type: DimNode 3, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: E7331A34-B3E4-7946-B0A5-93950F4FE10B, Text: 6.700, Length: 6.70, DimNode 3 Bounding Box: [(44.16, -15.85, 0.00), (44.17, -15.85, 0.00)], Position: (44.17, -15.85), Info String: Dim Node 3
Element Type: DimNode 4, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: B0FE5AF8-40AD-BA41-8C87-C4763841FF52, Text: 3.575, Length: 3.58, DimNode 4 Bounding Box: [(44.16, -19.43, 0.00), (44.17, -19.42, 0.00)], Position: (44.17, -19.43), Info String: Dim Node 4
Element Type: DimNode 5, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 218CD0E5-8E23-FC4F-B313-8233AA8F7704, Text: 4.425, Length: 4.43, DimNode 5 Bounding Box: [(44.16, -23.85, 0.00), (44.17, -23.84, 0.00)], Position: (44.17, -23.85), Info String: Dim Node 5
Element Type: Dimension, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Dimension Bounding Box: [(44.07, -23.91, 0.00), (44.26, -0.09, 0.00)], Length: 23.70, Info String: Dim 1
Element Type: DimNode 6, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Associated Element GUID: F8BECCF9-69AE-9F46-8506-83CA71803790, Text: 0.000, Length: 0.00, DimNode 6 Bounding Box: [(46.19, -26.88, 0.00), (46.20, -26.87, 0.00)], Position: (46.19, -26.88), Info String: Dim Node 6
Element Type: DimNode 7, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Associated Element GUID: 07DF54FB-DECF-F044-8D7C-61A30C3E8E6A, Text: 12.200, Length: 12.20, DimNode 7 Bounding Box: [(58.39, -26.88, 0.00), (58.40, -26.87, 0.00)], Position: (58.39, -26.88), Info String: Dim Node 7
Element Type: Dimension, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Dimension Bounding Box: [(46.13, -26.97, 0.00), (58.45, -26.78, 0.00)], Length: 12.20, Info String: Dim 2
Element Type: DimNode 8, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Associated Element GUID: C252BF2B-895B-4342-8477-A5B00C1D61E7, Text: 0.000, Length: 0.00, DimNode 8 Bounding Box: [(43.52, -0.16, 0.00), (43.53, -0.14, 0.00)], Position: (43.52, -0.15), Info String: Dim Node 8
Element Type: DimNode 9, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Associated Element GUID: 218CD0E5-8E23-FC4F-B313-8233AA8F7704, Text: 23.700, Length: 23.70, DimNode 9 Bounding Box: [(43.52, -23.85, 0.00), (43.53, -23.84, 0.00)], Position: (43.52, -23.85), Info String: Dim Node 9
Element Type: Dimension, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Dimension Bounding Box: [(43.43, -23.91, 0.00), (43.61, -0.09, 0.00)], Length: 23.70, Info String: Dim 3
Element Type: DimNode 10, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: F8BECCF9-69AE-9F46-8506-83CA71803790, Text: 0.000, Length: 0.00, DimNode 10 Bounding Box: [(46.19, -25.88, 0.00), (46.20, -25.87, 0.00)], Position: (46.19, -25.88), Info String: Dim Node 10
Element Type: DimNode 11, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: E367656E-83C9-6345-BDDE-DCA5F3F0E77B, Text: 4.975, Length: 4.98, DimNode 11 Bounding Box: [(51.16, -25.88, 0.00), (51.17, -25.87, 0.00)], Position: (51.17, -25.88), Info String: Dim Node 11
Element Type: DimNode 12, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: 74EAD3FB-A062-8C40-92C8-56C8397B4EBC, Text: 2.250, Length: 2.25, DimNode 12 Bounding Box: [(53.41, -25.88, 0.00), (53.42, -25.87, 0.00)], Position: (53.42, -25.88), Info String: Dim Node 12
Element Type: DimNode 13, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: 07DF54FB-DECF-F044-8D7C-61A30C3E8E6A, Text: 4.975, Length: 4.97, DimNode 13 Bounding Box: [(58.39, -25.88, 0.00), (58.40, -25.87, 0.00)], Position: (58.39, -25.88), Info String: Dim Node 13
Element Type: Dimension, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Dimension Bounding Box: [(46.13, -25.97, 0.00), (58.45, -25.78, 0.00)], Length: 12.20, Info String: Dim 4
Element Type: Wall, GUID: 619B3302-1090-C043-AD9E-A8629EA12E84, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(50.02, -24.70, 3.05), (50.07, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 190B3990-47D3-184F-A9FA-8725C122AB3C, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(56.62, -24.70, 3.05), (56.67, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 8232ED02-132E-C243-A904-A42F627ED905, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.12, -24.70, 3.05), (55.17, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 72761D09-5047-4F49-9485-7909097F0242, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(56.02, -24.70, 3.05), (56.07, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: AD14D2DD-AA59-B24C-A67A-EEA23BF587C5, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(56.12, -24.70, 3.05), (56.17, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 52CC26A3-387B-CC4D-9B89-FAA185D8EAF7, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.82, -24.70, 3.05), (55.87, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: D1630100-28E8-D34D-B1E3-0F7A56315482, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.92, -24.70, 3.05), (55.97, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 26605C00-B058-354E-BB36-F4BD017F57B1, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.62, -24.70, 3.05), (55.67, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: CEEE0E91-E007-464D-A4FD-E3ECD16B2124, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.72, -24.70, 3.05), (55.77, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 7184EF4B-73A6-AE40-A587-FD3726DA046A, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.42, -24.70, 3.05), (55.47, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 25ED26E5-88AE-6049-953A-267AFA5978AA, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.52, -24.70, 3.05), (55.57, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 2EFD8805-CF60-2A4D-A571-36900C13C627, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(54.92, -24.70, 3.05), (54.97, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: A79EDF73-D513-EA46-A90D-447B3D49A28B, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.02, -24.70, 3.05), (55.07, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: C8D80C5C-9E9F-D74E-91CA-0B18C486741D, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.22, -24.70, 3.05), (55.27, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 59028D1E-17E0-6245-AE18-8997E00379D4, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(55.32, -24.70, 3.05), (55.37, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 14764C86-B27B-DF4B-9DDC-6162D2116E65, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(51.12, -24.70, 3.05), (51.17, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: 90C0C369-FE4C-7E49-88D4-7E7B364AB526, Length: 1.40, Width: 0.03, Height: 3.05, Info String: SW - 009, Wall Bounding Box: [(51.32, -24.00, -0.30), (51.35, -22.60, 2.75)], Label Type: 0
Element Type: Wall, GUID: DF9891FD-9DBB-0445-9385-156D3C8F59A1, Length: 4.42, Width: 0.02, Height: 0.20, Info String: SW - 011, Wall Bounding Box: [(46.47, -1.75, 2.55), (50.89, -1.73, 2.75)], Label Type: 0
Element Type: Wall, GUID: B5EE45B2-C4A1-4041-95E5-B5DC836ECC0D, Length: 2.45, Width: 0.02, Height: 0.20, Info String: SW - 008, Wall Bounding Box: [(46.47, -4.18, 2.55), (46.49, -1.73, 2.75)], Label Type: 0
Element Type: Wall, GUID: C5BEA919-1EE1-2A43-ACE4-7159FD714CA1, Length: 1.65, Width: 0.02, Height: 0.20, Info String: SW - 010, Wall Bounding Box: [(50.87, -3.38, 2.55), (50.89, -1.73, 2.75)], Label Type: 0
Element Type: Wall, GUID: DE444CCA-BD1B-D44B-BDF2-0CD0463F2441, Length: 1.29, Width: 0.02, Height: 0.20, Info String: SW - 010, Wall Bounding Box: [(51.45, -2.97, 2.55), (51.47, -1.68, 2.75)], Label Type: 0
Element Type: Wall, GUID: DC52B173-4E68-C54B-96D0-7F5A0EF53083, Length: 1.69, Width: 0.02, Height: 0.20, Info String: SW - 011, Wall Bounding Box: [(51.45, -2.97, 2.55), (53.14, -2.95, 2.75)], Label Type: 0
Element Type: Wall, GUID: 72752624-E08A-1F42-8427-3986C4984DF2, Length: 1.29, Width: 0.02, Height: 0.20, Info String: SW - 012, Wall Bounding Box: [(53.12, -2.97, 2.55), (53.14, -1.68, 2.75)], Label Type: 0
Element Type: Wall, GUID: 642E4786-B06E-4048-A666-BBDD4B03B42F, Length: 11.80, Width: 0.02, Height: 0.20, Info String: SW - 014, Wall Bounding Box: [(46.39, -4.18, 2.55), (58.19, -4.16, 2.75)], Label Type: 0
Element Type: Wall, GUID: 58F22016-077A-104B-9A19-1331A22BDB59, Length: 2.49, Width: 0.02, Height: 0.20, Info String: SW - 015, Wall Bounding Box: [(58.09, -4.18, 2.55), (58.11, -1.68, 2.75)], Label Type: 0
Element Type: Wall, GUID: F2CDE9E2-7BA0-3E4A-87F6-1A67CBDE1BBD, Length: 1.69, Width: 0.02, Height: 0.20, Info String: SW - 013, Wall Bounding Box: [(51.45, -1.70, 2.55), (53.14, -1.68, 2.75)], Label Type: 0
Element Type: Wall, GUID: C8C6AAC3-BD3E-9B4B-BD92-DF806163323B, Length: 3.72, Width: 0.02, Height: 0.30, Info String: SW - 016, Wall Bounding Box: [(54.40, -1.70, 2.55), (58.11, -1.68, 2.85)], Label Type: 0
Element Type: Wall, GUID: 31C91571-839D-8043-ABC9-0D69F407B954, Length: 1.70, Width: 0.02, Height: 0.30, Info String: SW - 017, Wall Bounding Box: [(54.40, -3.38, 2.55), (54.42, -1.68, 2.85)], Label Type: 0
Element Type: Wall, GUID: 0453CDF2-28F5-9F48-8C9E-DC984717B0E7, Length: 3.51, Width: 0.02, Height: 0.30, Info String: SW - 018, Wall Bounding Box: [(50.89, -3.40, 2.55), (54.40, -3.38, 2.85)], Label Type: 0
Element Type: Wall, GUID: 69AB64F5-B2DB-DB44-B185-F2F3F7E21992, Length: 2.00, Width: 0.03, Height: 3.30, Info String: SW - 008, Wall Bounding Box: [(53.54, -3.25, -0.10), (53.57, -1.25, 3.20)], Label Type: 0
Element Type: Wall, GUID: EBE7427E-9BDF-3D4F-8736-1AAF4FC806F2, Length: 2.00, Width: 0.03, Height: 3.30, Info String: SW - 008, Wall Bounding Box: [(51.29, -3.25, -0.10), (51.32, -1.25, 3.20)], Label Type: 0
Element Type: Wall, GUID: FACADCC2-5CC8-8842-8004-2DCBFE4A9D40, Length: 22.58, Width: 0.30, Height: 4.40, Info String: SW - 011, Wall Bounding Box: [(35.96, 0.25, -1.00), (58.54, 0.55, 3.40)], Label Type: 0
Element Type: Wall, GUID: 12E69874-1AB0-844E-BF4E-B9F9C8DDEBB4, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(46.04, -24.22, 3.05), (46.14, -24.17, 7.60)], Label Type: 0
Element Type: Wall, GUID: 574B45BF-96A1-FE4F-BD89-A071E9C3B3C4, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(46.04, -24.12, 3.05), (46.14, -24.07, 7.60)], Label Type: 0
Element Type: Wall, GUID: 1CB6734D-D5B5-9B44-9D20-5B00C1A78DDB, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(58.44, -24.62, 3.05), (58.54, -24.57, 7.60)], Label Type: 0
Element Type: Wall, GUID: 2009E550-CB82-0149-ACC4-AB06FBE3F4CC, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(58.44, -24.52, 3.05), (58.54, -24.47, 7.60)], Label Type: 0
Element Type: Wall, GUID: D8F3F02B-C54C-8B41-A34F-799AF0046305, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(58.44, -24.42, 3.05), (58.54, -24.37, 7.60)], Label Type: 0
Element Type: Wall, GUID: BA8A62D8-8C9C-2E4C-811D-759D1F409FF0, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(58.44, -24.32, 3.05), (58.54, -24.27, 7.60)], Label Type: 0
Element Type: Wall, GUID: F5FE7975-E9EF-4D45-906B-A81B8CAA3846, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(58.44, -24.22, 3.05), (58.54, -24.17, 7.60)], Label Type: 0
Element Type: Wall, GUID: 01DEB189-2B41-7849-80F8-856EE76F709D, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(58.44, -24.12, 3.05), (58.54, -24.07, 7.60)], Label Type: 0
Element Type: Wall, GUID: AC112527-0ED3-4744-A0E0-943849EBA984, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(46.04, -24.62, 3.05), (46.14, -24.57, 7.60)], Label Type: 0
Element Type: Wall, GUID: 91A64C97-D3ED-A54D-AA38-812E28F2CED4, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(46.04, -24.52, 3.05), (46.14, -24.47, 7.60)], Label Type: 0
Element Type: Wall, GUID: 6C069FC2-30E1-5E49-9C22-BA39FF5D58EE, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(46.04, -24.42, 3.05), (46.14, -24.37, 7.60)], Label Type: 0
Element Type: Wall, GUID: 1C8132B7-6AD9-2F4F-96F0-7340826D7192, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(46.04, -24.32, 3.05), (46.14, -24.27, 7.60)], Label Type: 0
Element Type: Wall, GUID: 768BE08B-E0CC-744A-9CD8-C2E8D7F65AC3, Length: 1.00, Width: 0.15, Height: 3.25, Info String: SW - 008, Wall Bounding Box: [(53.27, -3.25, -0.05), (54.27, -3.10, 3.20)], Label Type: 0
Element Type: Wall, GUID: 00B2A37E-B447-C34C-95D4-75F10F97435A, Length: 21.44, Width: 0.30, Height: 3.05, Info String: SW - 015, Wall Bounding Box: [(35.96, -21.44, -0.30), (36.26, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: E2CEECE4-CD8D-F44C-899A-170F2AADE400, Length: 9.88, Width: 0.30, Height: 3.05, Info String: SW - 016, Wall Bounding Box: [(35.96, -21.44, -0.30), (45.84, -21.14, 2.75)], Label Type: 0
Element Type: Wall, GUID: BCB8DD2E-7A63-044D-B65F-910C739B24BB, Length: 21.44, Width: 0.30, Height: 3.05, Info String: SW - 017, Wall Bounding Box: [(45.54, -21.44, -0.30), (45.84, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: B91E0046-4289-FA42-A292-883C7CC69BD8, Length: 9.88, Width: 0.30, Height: 3.05, Info String: SW - 018, Wall Bounding Box: [(35.96, -0.30, -0.30), (45.84, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: 2DFF32CB-23D1-094F-9877-5EF735038772, Length: 21.44, Width: 0.30, Height: 6.14, Info String: SW - 015, Wall Bounding Box: [(35.96, -21.44, 2.45), (36.26, 0.00, 8.59)], Label Type: 0
Element Type: Wall, GUID: B028098F-46B8-CF45-9EA0-B201961FB95E, Length: 2.25, Width: 0.30, Height: 4.12, Info String: SW - 016, Wall Bounding Box: [(35.96, -21.44, 2.45), (38.21, -21.14, 6.57)], Label Type: 0
Element Type: Wall, GUID: 9F27631B-8DB7-184D-A04E-711218D02C2A, Length: 21.44, Width: 0.30, Height: 6.14, Info String: SW - 017, Wall Bounding Box: [(45.54, -21.44, 2.45), (45.84, 0.00, 8.59)], Label Type: 0
Element Type: Wall, GUID: 8D4E4A24-AE54-524D-9FB1-2BAA3EC45D64, Length: 9.88, Width: 0.30, Height: 4.10, Info String: SW - 018, Wall Bounding Box: [(35.96, -0.30, 2.45), (45.84, 0.00, 6.55)], Label Type: 0
Element Type: Wall, GUID: 7173ED23-4B72-6A4D-A626-70422F9F9F54, Length: 4.94, Width: 0.30, Height: 3.82, Info String: SW - 016, Wall Bounding Box: [(38.21, -22.64, 2.45), (43.15, -22.34, 6.27)], Label Type: 0
Element Type: Wall, GUID: 5E6A6276-068B-A042-94B3-1618DB7843A0, Length: 1.20, Width: 0.30, Height: 4.04, Info String: SW - 016, Wall Bounding Box: [(38.21, -22.64, 2.45), (38.51, -21.44, 6.49)], Label Type: 0
Element Type: Wall, GUID: 24F8EE3E-2EB1-3B4E-A1E0-F57B57268A8F, Length: 2.40, Width: 0.30, Height: 3.82, Info String: SW - 016, Wall Bounding Box: [(43.15, -21.44, 2.75), (45.54, -21.14, 6.57)], Label Type: 0
Element Type: Wall, GUID: DB24C4B8-E188-9E40-99AD-0BA0D2A73455, Length: 1.20, Width: 0.30, Height: 3.82, Info String: SW - 017, Wall Bounding Box: [(42.85, -22.64, 2.75), (43.15, -21.44, 6.57)], Label Type: 0
Element Type: Wall, GUID: 8A559116-4A86-4E4E-9BCD-C565328AD373, Length: 4.00, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(71.27, -20.20, -0.20), (75.27, -19.90, 3.50)], Label Type: 0
Element Type: Wall, GUID: 4742D061-F9EF-584A-B019-620BA9B6D2FB, Length: 19.00, Width: 0.30, Height: 3.70, Info String: SW - 016, Wall Bounding Box: [(82.24, -19.00, -0.20), (82.54, -0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: F6296E93-350F-E844-97B9-414C42C167BD, Length: 11.27, Width: 0.30, Height: 3.70, Info String: SW - 017, Wall Bounding Box: [(71.27, -0.30, -0.20), (82.54, -0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: 0FAB6187-02D1-884E-A3F6-48B079856C65, Length: 20.20, Width: 0.30, Height: 3.70, Info String: SW - 018, Wall Bounding Box: [(71.27, -20.20, -0.20), (71.57, -0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: E6D23AB0-A9E2-6A46-8A24-69F26958C5B6, Length: 7.27, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(75.27, -19.00, -0.20), (82.54, -18.70, 3.50)], Label Type: 0
Element Type: Wall, GUID: 744F9346-6369-9045-A4B5-784449505104, Length: 1.20, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(74.97, -20.20, -0.20), (75.27, -19.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: 53249DE2-67F8-A548-83A1-2D2BC01018B6, Length: 7.52, Width: 0.30, Height: 2.45, Info String: SW - 012, Wall Bounding Box: [(46.04, -1.55, 0.05), (53.57, -1.25, 2.50)], Label Type: 0
Element Type: Wall, GUID: B1828263-18A5-7A42-8308-089BB0EA0FCF, Length: 1.72, Width: 0.15, Height: 3.50, Info String: SW - 008, Wall Bounding Box: [(53.27, -19.05, -0.10), (54.99, -18.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: DBEC006B-ACB6-CB4A-93CC-4E16297AF25F, Length: 1.72, Width: 0.15, Height: 3.50, Info String: SW - 009, Wall Bounding Box: [(53.27, -20.75, -0.10), (54.99, -20.60, 3.40)], Label Type: 0
Element Type: Wall, GUID: EA0CD477-BE53-DF43-9796-76AEF6588526, Length: 5.10, Width: 0.15, Height: 3.50, Embedded Door GUID: 43C7E2B7-E592-C24A-87C8-17229482C48E, 9F70845D-1A50-6A41-AA31-DA3294ED7C99, Info String: SW - 008, Wall Bounding Box: [(53.27, -24.00, -0.10), (53.42, -18.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: E9CB1860-F0D4-4444-9C6B-C167431A8938, Length: 6.40, Width: 0.30, Height: 0.51, Info String: SW - 010, Wall Bounding Box: [(58.24, -15.70, -0.50), (58.54, -9.30, 0.01)], Label Type: 0
Element Type: Wall, GUID: F5896E57-D64D-484A-8A9F-9BFE254C5D74, Length: 1.00, Width: 0.02, Height: 0.45, Info String: SW - 020, Wall Bounding Box: [(53.57, -17.00, 2.75), (53.59, -16.00, 3.20)], Label Type: 0
Element Type: Wall, GUID: CAD03BFD-2800-5243-B89D-BCA3EFD368AB, Length: 1.55, Width: 0.03, Height: 0.65, Info String: SW - 014, Wall Bounding Box: [(54.24, -3.10, 2.10), (54.27, -1.55, 2.75)], Label Type: 0
Element Type: Wall, GUID: FA6C6F58-4048-C841-B3CB-01F552541620, Length: 0.70, Width: 0.15, Height: 3.25, Info String: SW - 008, Wall Bounding Box: [(53.57, -1.40, -0.05), (54.27, -1.25, 3.20)], Label Type: 0
Element Type: Wall, GUID: CD046763-12B3-2647-AC75-06267096AD48, Length: 4.67, Width: 0.02, Height: 0.08, Info String: SW - 011, Wall Bounding Box: [(58.09, -8.85, 2.77), (58.11, -4.18, 2.85)], Label Type: 0
Element Type: Wall, GUID: 437D07B9-D255-FF4C-85D5-74402D236B26, Length: 11.60, Width: 0.02, Height: 0.08, Info String: SW - 010, Wall Bounding Box: [(46.49, -8.87, 2.77), (58.09, -8.85, 2.85)], Label Type: 0
Element Type: Wall, GUID: 649E06F6-0010-9940-B041-6C7DF4DFC70A, Length: 4.67, Width: 0.02, Height: 0.08, Info String: SW - 009, Wall Bounding Box: [(46.47, -8.85, 2.77), (46.49, -4.18, 2.85)], Label Type: 0
Element Type: Wall, GUID: 99429F8B-4360-D04E-B64F-0BDA4B8F437A, Length: 1.10, Width: 0.02, Height: 0.43, Info String: SW - 019, Wall Bounding Box: [(54.72, -18.10, 2.77), (54.74, -17.00, 3.20)], Label Type: 0
Element Type: Wall, GUID: 0B79F6D6-8472-024F-A491-772D5EB07497, Length: 0.25, Width: 0.02, Height: 0.13, Info String: SW - 019, Wall Bounding Box: [(54.74, -18.12, 2.77), (54.99, -18.10, 2.90)], Label Type: 0
Element Type: Wall, GUID: BC297797-93C7-6D40-B4A9-1283B238F966, Length: 14.10, Width: 0.30, Height: 3.40, Info String: SW - 011, Wall Bounding Box: [(21.86, 0.25, 0.00), (35.96, 0.55, 3.40)], Label Type: 0
Element Type: Wall, GUID: AAE7CD7B-8588-044B-BE23-FB90315D4946, Length: 9.90, Width: 0.30, Height: 4.40, Info String: SW - 011, Wall Bounding Box: [(11.96, 0.25, -1.00), (21.86, 0.55, 3.40)], Label Type: 0
Element Type: Wall, GUID: 9B9CB3A8-0A43-4A43-8860-722056FC8A84, Length: 22.58, Width: 0.30, Height: 4.40, Info String: SW - 011, Wall Bounding Box: [(-10.62, 0.25, -1.00), (11.96, 0.55, 3.40)], Label Type: 0
Element Type: Wall, GUID: B0FE1034-4B9A-D943-8812-F51AE10721F5, Length: 21.44, Width: 0.30, Height: 3.05, Info String: SW - 015, Wall Bounding Box: [(-10.62, -21.44, -0.30), (-10.32, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: C01E9FB4-02EF-5E43-A9E4-5FF292D262CC, Length: 9.88, Width: 0.30, Height: 3.05, Info String: SW - 016, Wall Bounding Box: [(-10.62, -21.44, -0.30), (-0.74, -21.14, 2.75)], Label Type: 0
Element Type: Wall, GUID: 7D636C98-A97F-E242-891D-40511004D332, Length: 21.44, Width: 0.30, Height: 3.05, Info String: SW - 017, Wall Bounding Box: [(-1.04, -21.44, -0.30), (-0.74, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: 65EC8101-97F3-8A45-89C8-47E08F3B98B2, Length: 9.88, Width: 0.30, Height: 3.05, Info String: SW - 018, Wall Bounding Box: [(-10.62, -0.30, -0.30), (-0.74, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: 21509050-FA08-3749-95AF-A875063A7E24, Length: 21.44, Width: 0.30, Height: 6.14, Info String: SW - 015, Wall Bounding Box: [(-10.62, -21.44, 2.45), (-10.32, 0.00, 8.59)], Label Type: 0
Element Type: Wall, GUID: A3BBDD40-3ED4-C44A-A337-A8BC83E97840, Length: 2.25, Width: 0.30, Height: 4.12, Info String: SW - 016, Wall Bounding Box: [(-10.62, -21.44, 2.45), (-8.37, -21.14, 6.57)], Label Type: 0
Element Type: Wall, GUID: E2E17998-061E-EC49-8787-880F7A0BB428, Length: 21.44, Width: 0.30, Height: 6.14, Info String: SW - 017, Wall Bounding Box: [(-1.04, -21.44, 2.45), (-0.74, 0.00, 8.59)], Label Type: 0
Element Type: Wall, GUID: D51C0E17-0E8A-0645-8231-6C9C5DF13816, Length: 9.88, Width: 0.30, Height: 4.10, Info String: SW - 018, Wall Bounding Box: [(-10.62, -0.30, 2.45), (-0.74, 0.00, 6.55)], Label Type: 0
Element Type: Wall, GUID: CAAE3F0B-0171-954B-A4CC-1A9EBB0AC142, Length: 4.94, Width: 0.30, Height: 3.82, Info String: SW - 016, Wall Bounding Box: [(-8.37, -22.64, 2.45), (-3.43, -22.34, 6.27)], Label Type: 0
Element Type: Wall, GUID: AB4F2EBA-4265-9B42-93D6-189DA73FBC00, Length: 1.20, Width: 0.30, Height: 4.04, Info String: SW - 016, Wall Bounding Box: [(-8.37, -22.64, 2.45), (-8.07, -21.44, 6.49)], Label Type: 0
